"State","County","Hospital Type","Hospital","Licensed Beds","Staffed Beds","ICU Beds","Bed Utilization"
"Kansas","Lane","Critical Access Hospital","Lane County Hospital",25,25,4,0.7322
"Ohio","Hamilton","Short Term Acute Care Hospital","Good Samaritan Hospital",657,324,39,0.7319
"Louisiana","Natchitoches","Long Term Acute Care Hospital","Louisiana Extended Care of Natchitoches",21,21,4,0.7316
"Texas","Midland","Psychiatric Hospital","Oceans Behavioral Hospital Permian Basin (FKA Allegiance Hospital of Midland)",62,62,0,0.7312
"Alabama","Tuscaloosa","Short Term Acute Care Hospital","DCH Regional Medical Center",583,524,52,0.7311
"Michigan","Washtenaw","Short Term Acute Care Hospital","St Joseph Mercy Ann Arbor Hospital",524,450,40,0.7311
"Pennsylvania","Montgomery","Short Term Acute Care Hospital","Einstein Medical Center Montgomery (FKA Montgomery Hospital Medical Center)",171,171,22,0.7311
"Kansas","Wyandotte","Short Term Acute Care Hospital","The University of Kansas Hospital",936,818,106,0.7308
"California","Los Angeles","Long Term Acute Care Hospital","Barlow Respiratory Hospital - Main Campus",105,105,6,0.7307
"Alabama","Montgomery","Short Term Acute Care Hospital","Baptist Medical Center South",432,326,26,0.7305
"Connecticut","Hartford","Long Term Acute Care Hospital","Sgt John L Levitow Veterans Health Center (AKA Rocky Hill Veterans Home)",125,125,19,0.7301
"Oklahoma","Tulsa","Short Term Acute Care Hospital","Hillcrest Medical Center",620,434,43,0.73
"Louisiana","Jefferson","Rehabilitation Hospital","UMRH New Orleans",26,15,0,0.7299
"Michigan","Wayne","Short Term Acute Care Hospital","Select Specialty Hospital - Northwest Detroit",36,36,6,0.7298
"Texas","Wichita","Long Term Acute Care Hospital","KPC Promise Hospital of Wichita Falls (FKA Promise Hospital of Wichita Falls)",31,31,6,0.7297
"Maryland","Prince George's","Short Term Acute Care Hospital","MedStar Southern Maryland Hospital Center",182,153,18,0.7296
"Illinois","Sangamon","Short Term Acute Care Hospital","Memorial Medical Center",500,390,48,0.7295
"Texas","Bexar","Short Term Acute Care Hospital","Methodist Hospital",1013,1586,227,0.7295
"Texas","Dallas","Long Term Acute Care Hospital","Kindred Hospital Dallas Central",60,60,9,0.7295
"Florida","Miami-Dade","Short Term Acute Care Hospital","Baptist Hospital",728,705,40,0.7294
"Kansas","Pawnee","Psychiatric Hospital","Larned State Hospital",613,99,0,0.7294
"Pennsylvania","Bucks","Short Term Acute Care Hospital","St Lukes Quakertown Campus",62,59,11,0.7293
"Illinois","St. Clair","Short Term Acute Care Hospital","HSHS St Elizabeths Hospital",144,144,16,0.729
"Texas","Cameron","Long Term Acute Care Hospital","Solara Specialty Hospitals Harlingen",41,41,7,0.7287
"Maryland","Anne Arundel","Short Term Acute Care Hospital","UM Baltimore Washington Medical Center",285,158,30,0.7285
"New Jersey","Essex","Short Term Acute Care Hospital","The University Hospital (FKA UMDNJ University Hospital)",519,367,41,0.7283
"Missouri","Greene","Psychiatric Hospital","Lakeland Behavioral Health System",100,100,0,0.7282
"New York","Westchester","Short Term Acute Care Hospital","NewYork-Presbyterian Lawrence Hospital (FKA Lawrence Hospital Center)",288,208,18,0.7282
"Tennessee","Knox","Short Term Acute Care Hospital","University of Tennessee Medical Center",581,672,59,0.7281
"Florida","Orange","Short Term Acute Care Hospital","Orlando Health - Health Central Hospital",216,211,14,0.7279
"Arizona","Pima","Short Term Acute Care Hospital","Banner - University Medical Center South (FKA University of Arizona Medical Center - South Campus)",245,144,12,0.7278
"California","Butte","Short Term Acute Care Hospital","Enloe Medical Center",298,298,33,0.7274
"Georgia","Clarke","Long Term Acute Care Hospital","Landmark Hospital of Athens",42,42,7,0.7273
"Utah","Salt Lake","Long Term Acute Care Hospital","KPC Promise Hospital of Salt Lake (FKA Promise Hospital of Salt Lake)",38,41,6,0.7273
"Colorado","Boulder","Psychiatric Hospital","Centennial Peaks Hospital",104,104,0,0.7266
"Nevada","Clark","Short Term Acute Care Hospital","Centennial Hills Hospital Medical Center",262,262,16,0.7262
"Texas","Dallas","Long Term Acute Care Hospital","Vibra Specialty Hospital at DeSoto (FKA Vibra Specialty Hospital Dallas)",40,60,6,0.7261
"Arkansas","Craighead","Short Term Acute Care Hospital","NEA Baptist Memorial Hospital",228,100,36,0.726
"West Virginia","Kanawha","Short Term Acute Care Hospital","Saint Francis Hospital",142,36,5,0.726
"Arizona","Maricopa","Short Term Acute Care Hospital","Abrazo West Campus (FKA West Valley Hospital)",200,191,20,0.7259
"Ohio","Montgomery","Psychiatric Hospital","Haven Behavioral Hospital of Dayton (FKA Haven Behavioral Senior Care of Dayton)",59,59,0,0.7254
"Oklahoma","Tulsa","Psychiatric Hospital","Laureate Psychiatric Clinic and Hospital",90,106,2,0.7254
"Illinois","Cook","Short Term Acute Care Hospital","Advocate Lutheran General Hospital",638,543,33,0.7252
"Louisiana","Ouachita","Rehabilitation Hospital","Riverbend Rehabilitation Hospital",12,12,0,0.7252
"Florida","Palm Beach","Short Term Acute Care Hospital","Delray Medical Center",536,339,52,0.7251
"New York","Kings","Short Term Acute Care Hospital","Kingsbrook Jewish Medical Center",303,161,10,0.725
"California","Santa Clara","Childrens Hospital","Lucile Packard Childrens Hospital Stanford (AKA Stanford Childrens Health)",396,345,124,0.7246
"New York","Jefferson","Short Term Acute Care Hospital","Samaritan Medical Center",290,238,10,0.7246
"New Mexico","Dona Ana","Long Term Acute Care Hospital","Advanced Care Hospital of Southern New Mexico",20,20,6,0.7242
"New Mexico","Doña Ana","Long Term Acute Care Hospital","Advanced Care Hospital of Southern New Mexico",20,20,6,0.7242
"Missouri","Boone","Short Term Acute Care Hospital","University Hospital",553,553,82,0.724
"Ohio","Mahoning","Short Term Acute Care Hospital","Select Specialty Hospital - Boardman",24,24,4,0.7233
"Texas","Hunt","Psychiatric Hospital","Glen Oaks Hospital",54,54,0,0.7233
"Illinois","Cook","Short Term Acute Care Hospital","AMITA Health Alexian Brothers Medical Center Elk Grove Village",401,257,36,0.7229
"New Jersey","Sussex","Short Term Acute Care Hospital","Newton Medical Center",148,130,10,0.7229
"Florida","Indian River","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Treasure Coast (FKA Healthsouth of Treasure Coast)",80,80,3,0.7226
"California","Humboldt","Short Term Acute Care Hospital","St Joseph Hospital - Eureka",138,127,12,0.7225
"California","Sacramento","Psychiatric Hospital","Sutter Center for Psychiatry",73,73,1,0.7225
"Louisiana","Calcasieu","Long Term Acute Care Hospital","Cornerstone Specialty Hospitals Southwest Louisiana",30,28,5,0.7225
"Utah","Salt Lake","Childrens Hospital","Primary Childrens Hospital",340,289,44,0.7225
"New York","Onondaga","Psychiatric Hospital","Hutchings Psychiatric Center",154,154,0,0.7224
"Georgia","Coweta","Short Term Acute Care Hospital","Piedmont Newnan Hospital",154,164,18,0.7223
"Georgia","Douglas","Short Term Acute Care Hospital","WellStar Douglas Hospital",108,102,8,0.7222
"Montana","Chouteau","Critical Access Hospital","Missouri River Medical Center",25,25,4,0.7222
"Arizona","Yavapai","Rehabilitation Hospital","Mountain Valley Regional Rehabilitation Hospital",44,44,4,0.7221
"Indiana","Wayne","Short Term Acute Care Hospital","Reid Health (FKA Reid Hospital & Health Care Services)",163,163,30,0.7221
"Texas","Harris","Long Term Acute Care Hospital","Houston Methodist Continuing Care Hospital (AKA Houston Methodist West Hospital - St Catherine Campus)",102,58,9,0.7217
"Illinois","Cook","Rehabilitation Hospital","Schwab Rehabilitation Hospital (FKA Schwab Rehab Hospital & Care Network)",102,60,2,0.7216
"California","Riverside","Short Term Acute Care Hospital","Riverside University Health System Medical Center (FKA Riverside County Regional Medical Center)",362,423,45,0.7215
"Kentucky","Jefferson","Psychiatric Hospital","Central State Hospital",192,70,0,0.7211
"California","Los Angeles","Psychiatric Hospital","DSH - Metropolitan (FKA Metropolitan LA State Hospital)",1004,976,0,0.721
"Iowa","Woodbury","Short Term Acute Care Hospital","MercyOne Siouxland Medical Center (FKA Mercy Medical Center - Sioux City)",484,157,19,0.721
"Oklahoma","Tulsa","Short Term Acute Care Hospital","Hillcrest Hospital South (FKA Southcrest Hospital)",180,168,15,0.721
"Washington","King","Short Term Acute Care Hospital","UW Medical Center - Montlake",450,612,81,0.721
"California","San Joaquin","Short Term Acute Care Hospital","St Josephs Medical Center",355,348,30,0.7209
"California","Los Angeles","Short Term Acute Care Hospital","Garfield Medical Center",210,182,10,0.7207
"Arkansas","Miller","Psychiatric Hospital","Riverview Behavioral Health (FKA Vista Health Texarkana)",62,54,0,0.7206
"Massachusetts","Plymouth","Short Term Acute Care Hospital","Good Samaritan Medical Center",267,267,18,0.7206
"Michigan","Kent","Short Term Acute Care Hospital","Spectrum Health Butterworth Hospital",852,1095,102,0.7206
"Michigan","Kent","Long Term Acute Care Hospital","Select Specialty Hospital - Spectrum Health (FKA Select Specialty Hospital - Grand Rapids)",36,36,6,0.7205
"Pennsylvania","Berks","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Reading (FKA HealthSouth Reading Rehabilitation Hospital)",60,60,0,0.7205
"Indiana","Marion","Short Term Acute Care Hospital","Community Hospital East",335,335,28,0.7204
"Indiana","Vanderburgh","Short Term Acute Care Hospital","Deaconess Midtown Hospital",365,365,67,0.7204
"Nevada","Clark","Rehabilitation Hospital","PAM Rehabilitation Hospital of Centennial Hills",44,44,0,0.7204
"New York","Kings","Short Term Acute Care Hospital","Interfaith Medical Center",287,153,13,0.7204
"Virginia","Roanoke City","Short Term Acute Care Hospital","Carilion Roanoke Memorial Hospital",737,621,47,0.7204
"Ohio","Summit","Long Term Acute Care Hospital","Select Specialty Hospital - Akron",60,60,12,0.7203
"Maryland","Washington","Short Term Acute Care Hospital","Meritus Medical Center (AKA Meritus Health)",237,215,17,0.7202
"Washington","King","Short Term Acute Care Hospital","MultiCare Auburn Medical Center",195,73,16,0.7199
"Texas","Bowie","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Texarkana (FKA Healthsouth Rehab of Texarkana)",60,60,0,0.7198
"Illinois","DuPage","Short Term Acute Care Hospital","Elmhurst Hospital",259,259,35,0.7196
"Indiana","Floyd","Rehabilitation Hospital","Southern Indiana Rehabilitation Hospital",34,34,0,0.7196
"New York","Kings","Short Term Acute Care Hospital","New York Community Hospital of Brooklyn",134,134,7,0.7195
"Ohio","Montgomery","Long Term Acute Care Hospital","PAM Specialty Hospital of Dayton (FKA LifeCare Hospitals of Dayton)",44,44,10,0.7194
"Arkansas","Washington","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital - Partner of Washington Regional (FKA HealthSouth Rehabilitation Hospital)",80,80,0,0.7192
"Georgia","Bibb","Long Term Acute Care Hospital","Regency Hospital of Macon",34,34,11,0.7191
"Louisiana","Bossier","Psychiatric Hospital","Red River Behavioral Center",20,20,0,0.7189
"Massachusetts","Berkshire","Short Term Acute Care Hospital","Berkshire Medical Center",298,223,20,0.7189
"Texas","Wichita","Psychiatric Hospital","Red River Hospital",96,96,0,0.7187
"Ohio","Ashtabula","Short Term Acute Care Hospital","Glenbeigh Hospital of Rock Creek",114,114,20,0.7186
"California","San Diego","Short Term Acute Care Hospital","Scripps Mercy Hospital San Diego",446,487,56,0.7185
"Minnesota","Hennepin","Childrens Hospital","Childrens Hospitals and Clinics of Minnesota - Minneapolis",279,384,42,0.7185
"Vermont","Washington","Short Term Acute Care Hospital","Central Vermont Medical Center",122,76,14,0.7184
"Virginia","Henrico","Long Term Acute Care Hospital","Vibra Hospital of Richmond (FKA Kindred Hospital Richmond)",60,60,10,0.7184
"Maryland","Wicomico","Short Term Acute Care Hospital","TidalHealth Peninsula Regional (FKA Peninsula Regional Medical Center)",266,225,24,0.7183
"Louisiana","Concordia","Long Term Acute Care Hospital","RiverBridge Specialty Hospital (FKA Promise Hospital of Miss Lou)",40,40,6,0.7181
"Nevada","Washoe","Short Term Acute Care Hospital","Renown Regional Medical Center",808,643,216,0.7179
"Arkansas","Saline","Psychiatric Hospital","Rivendell Behavioral Health Services - Arkansas",80,80,0,0.7178
"Virginia","Smyth","Psychiatric Hospital","Southwestern Virginia Mental Health Institute",109,109,0,0.7178
"Georgia","Bibb","Short Term Acute Care Hospital","Coliseum Medical Centers",310,201,28,0.7177
"North Carolina","Buncombe","Rehabilitation Hospital","CarePartners Rehabilitation Hospital",80,74,0,0.7175
"Alaska","Anchorage","Short Term Acute Care Hospital","Providence Alaska Medical Center",401,391,46,0.7173
"Texas","Taylor","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Abilene (FKA HealthSouth Rehabilitation Hospital of Abilene)",60,60,0,0.7172
"California","San Diego","Short Term Acute Care Hospital","Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus)",93,286,48,0.7171
"Louisiana","St. Landry","Psychiatric Hospital","Oceans Behavioral Hospital Opelousas",36,36,0,0.717
"Maryland","Washington","Psychiatric Hospital","Brook Lane Psychiatric Center",65,65,0,0.717
"Missouri","Clay","Long Term Acute Care Hospital","Kindred Hospital Northland",50,50,5,0.7169
"North Dakota","Bottineau","Critical Access Hospital","St Andrews Health Center",25,25,4,0.7169
"New York","Schenectady","Short Term Acute Care Hospital","Ellis Hospital",368,331,36,0.7166
"Maryland","Allegany","Psychiatric Hospital","Thomas B Finan Center",88,88,0,0.7164
"North Carolina","Guilford","Short Term Acute Care Hospital","Cone Health Moses Cone Hospital (AKA Moses H Cone Memorial Hospital)",883,536,88,0.7164
"California","San Diego","Short Term Acute Care Hospital","Sharp Grossmont Hospital",448,430,48,0.7159
"Georgia","Richmond","Short Term Acute Care Hospital","Augusta University Medical Center (FKA Georgia Regents Medical Center)",632,464,68,0.7159
"Maine","Waldo","Critical Access Hospital","Waldo County General Hospital",25,25,4,0.7159
"Maryland","Baltimore City","Short Term Acute Care Hospital","MedStar Union Memorial Hospital",185,185,52,0.7156
"Virginia","Charlottesville","Short Term Acute Care Hospital","University Hospital",612,585,14,0.7156
"Minnesota","Hennepin","Short Term Acute Care Hospital","Abbott Northwestern Hospital",972,605,30,0.7155
"Texas","Travis","Short Term Acute Care Hospital","St Davids North Austin Medical Center",379,350,24,0.7153
"Nevada","Carson City","Short Term Acute Care Hospital","Carson Tahoe Regional Medical Center",211,175,24,0.7152
"Maryland","Harford","Short Term Acute Care Hospital","UM Upper Chesapeake Medical Center",161,161,14,0.7151
"Michigan","Wayne","Short Term Acute Care Hospital","Beaumont Hospital - Taylor (FKA Oakwood Hospital - Taylor)",148,99,16,0.7151
"Minnesota","Hennepin","Short Term Acute Care Hospital","Hennepin County Medical Center (AKA Hennepin Healthcare)",330,330,65,0.715
"Indiana","Clark","Psychiatric Hospital","Wellstone Regional Hospital",100,100,0,0.7149
"Michigan","Ingham","Short Term Acute Care Hospital","Sparrow Hospital",573,533,99,0.7149
"New York","Onondaga","Short Term Acute Care Hospital","St Josephs Health Hospital (FKA St Josephs Hospital Health Center)",451,435,44,0.7149
"Michigan","Calhoun","Long Term Acute Care Hospital","Select Specialty Hospital - Battle Creek",25,25,5,0.7148
"Texas","Smith","Short Term Acute Care Hospital","Baylor Scott & White Texas Spine & Joint Hospital",20,20,4,0.7148
"Hawaii","Honolulu","Short Term Acute Care Hospital","Pali Momi Medical Center",118,118,8,0.7144
"California","Los Angeles","Short Term Acute Care Hospital","Keck Hospital of USC (FKA USC University Hospital)",401,301,46,0.7142
"California","Los Angeles","Long Term Acute Care Hospital","Kindred Hospital Baldwin Park (FKA Vista Hospital of San Gabriel Valley)",91,91,8,0.7141
"Minnesota","Anoka","Short Term Acute Care Hospital","Mercy Hospital",546,469,35,0.7141
"South Carolina","Greenville","Long Term Acute Care Hospital","Regency Hospital of Greenville",32,32,5,0.7139
"Alaska","Anchorage","Short Term Acute Care Hospital","Alaska Regional Hospital",250,168,14,0.7138
"Georgia","Forsyth","Short Term Acute Care Hospital","Northside Hospital Forsyth",304,304,24,0.7138
"New Jersey","Middlesex","Short Term Acute Care Hospital","JFK Medical Center",498,344,63,0.7137
"Maryland","Montgomery","Short Term Acute Care Hospital","Adventist HealthCare White Oak Medical Center",178,178,26,0.7132
"Texas","Collin","Short Term Acute Care Hospital","Texas Health Plano (FKA Texas Health Presbyterian Hospital Plano)",338,292,26,0.7131
"Pennsylvania","York","Short Term Acute Care Hospital","UPMC Hanover (FKA UPMC Pinnacle Hanover Hanover Hospital)",93,81,14,0.7129
"Colorado","Larimer","Short Term Acute Care Hospital","UCHealth Medical Center of the Rockies",174,174,20,0.7123
"Texas","Fort Bend","Psychiatric Hospital","Westpark Springs",72,72,2,0.7123
"Arizona","Maricopa","Short Term Acute Care Hospital","Mercy Gilbert Medical Center",197,198,24,0.7121
"Virginia","Virginia Beach","Psychiatric Hospital","Virginia Beach Psychiatric Center",100,100,1,0.7121
"Hawaii","Maui","Critical Access Hospital","Kula Hospital",9,9,2,0.712
"Missouri","Greene","Rehabilitation Hospital","Mercy Rehabilitation Hospital Springfield",60,60,0,0.712
"Nebraska","Douglas","Rehabilitation Hospital","Madonna Rehabilitation Hospital - Omaha",62,62,3,0.7116
"Virginia","Winchester","Short Term Acute Care Hospital","Winchester Medical Center",455,389,48,0.7116
"Kentucky","Pike","Short Term Acute Care Hospital","Pikeville Medical Center",340,298,79,0.7115
"California","Los Angeles","Short Term Acute Care Hospital","Los Angeles Medical Center",460,460,96,0.7114
"Louisiana","Ouachita","Long Term Acute Care Hospital","Cornerstone Specialty Hospitals West Monroe",47,47,7,0.7113
"Iowa","Polk","Short Term Acute Care Hospital","MercyOne Des Moines Medical Center (FKA Mercy Medical Center - Des Moines)",656,656,48,0.711
"South Carolina","Spartanburg","Short Term Acute Care Hospital","Spartanburg Medical Center",540,644,19,0.711
"Florida","Lee","Short Term Acute Care Hospital","Lee Memorial Hospital",414,355,75,0.7109
"Washington","King","Short Term Acute Care Hospital","St Francis Hospital",124,124,14,0.7108
"Alabama","Montgomery","Short Term Acute Care Hospital","Jackson Hospital",344,270,34,0.7107
"Florida","Pinellas","Short Term Acute Care Hospital","Mease Dunedin Hospital",120,112,20,0.7107
"Oklahoma","Caddo","Critical Access Hospital","The Physicians Hospital In Anadarko",25,25,4,0.7107
"Vermont","Rutland","Short Term Acute Care Hospital","Rutland Regional Medical Center",188,124,13,0.7106
"Louisiana","Lafayette","Short Term Acute Care Hospital","Ochsner Lafayette General Medical Center (FKA Lafayette General Medical Center)",465,380,40,0.7104
"Colorado","Pueblo","Short Term Acute Care Hospital","Parkview Medical Center",350,268,11,0.7103
"California","Los Angeles","Psychiatric Hospital","Ocean View Psychiatric Facility",36,36,0,0.7102
"Vermont","Caledonia","Critical Access Hospital","Northeastern Vermont Regional Hospital",75,25,4,0.71
"Georgia","Fulton","Short Term Acute Care Hospital","Northside Hospital Atlanta",621,506,28,0.7099
"New York","New York City","Short Term Acute Care Hospital","Lenox Hill Hospital",632,417,24,0.7098
"Ohio","Franklin","Psychiatric Hospital","Columbus Springs Dublin (FKA Dublin Springs)",72,144,0,0.7098
"California","Mariposa","Critical Access Hospital","John C Fremont Healthcare District",18,18,3,0.7096
"Maryland","Baltimore City","Short Term Acute Care Hospital","Johns Hopkins Bayview Medical Center",350,342,42,0.7095
"New York","Oneida","Short Term Acute Care Hospital","St Elizabeth Campus (AKA St Elizabeth Medical Center)",201,177,16,0.7095
"Illinois","Will","Short Term Acute Care Hospital","Silver Cross Hospital",296,259,28,0.7093
"Kentucky","Kenton","Short Term Acute Care Hospital","St Elizabeth Covington (FKA St Elizabeth Medical Center North)",474,474,46,0.7092
"Tennessee","Washington","Rehabilitation Hospital","Quillen Rehabilitation Hospital",36,36,0,0.7092
"Oklahoma","Oklahoma","Short Term Acute Care Hospital","Oklahoma Spine Hospital",25,23,4,0.7091
"Washington","Spokane","Short Term Acute Care Hospital","Providence Sacred Heart Medical Center",644,612,20,0.7091
"New York","New York City","Short Term Acute Care Hospital","NYC Health and Hospitals - Bellevue (FKA Bellevue Hospital Center)",912,527,45,0.709
"Michigan","Saginaw","Short Term Acute Care Hospital","Covenant Medical Center - Harrison",277,474,76,0.7089
"California","Los Angeles","Short Term Acute Care Hospital","Adventist Health White Memorial (FKA White Memorial Medical Center)",353,353,34,0.7088
"New York","New York City","Short Term Acute Care Hospital","NYC Health and Hospitals - Harlem (FKA Harlem Hospital Center)",282,231,20,0.7084
"Connecticut","New Haven","Short Term Acute Care Hospital","MidState Medical Center",144,144,25,0.7083
"California","Riverside","Psychiatric Hospital","Pacific Grove Hospital (FKA Riverside Center for Behavioral Medicine)",68,68,0,0.7079
"Texas","Bell","Long Term Acute Care Hospital","Baylor Scott & White Continuing Care Hospital - Temple",48,25,4,0.7079
"New York","Queens","Short Term Acute Care Hospital","Jamaica Hospital Medical Center",402,285,19,0.7078
"Massachusetts","Bristol","Long Term Acute Care Hospital","Vibra Hospital of Southeastern Massachusetts",90,90,14,0.7077
"Virginia","Norfolk","Childrens Hospital","Childrens Hospital of the Kings Daughters",206,180,93,0.7075
"California","Yuba","Short Term Acute Care Hospital","Rideout - Adventist Health and Rideout (FKA Rideout Memorial Hospital)",221,149,24,0.7073
"Washington","Thurston","Psychiatric Hospital","South Sound Behavioral Hospital",27,27,0,0.7073
"Pennsylvania","Lancaster","Short Term Acute Care Hospital","Lancaster General Hospital",632,581,48,0.7072
"West Virginia","Cabell","Short Term Acute Care Hospital","Cabell Huntington Hospital",313,330,44,0.7072
"Indiana","St. Joseph","Short Term Acute Care Hospital","Memorial Hospital of South Bend",525,525,46,0.707
"Pennsylvania","Dauphin","Rehabilitation Hospital","Penn State Hershey Rehabilitation Hospital",76,76,0,0.7068
"Alabama","Jefferson","Short Term Acute Care Hospital","Grandview Medical Center (FKA Trinity Medical Center)",402,373,72,0.7066
"Maryland","Prince George's","Short Term Acute Care Hospital","Fort Washington Medical Center",28,28,4,0.7066
"Texas","Grayson","Short Term Acute Care Hospital","Texoma Medical Center",333,339,52,0.7066
"Missouri","St. Louis","Childrens Hospital","Ranken Jordan Pediatric Bridge Hospital",60,60,23,0.7065
"Florida","Collier","Short Term Acute Care Hospital","Physicians Regional Medical Center - Pine Ridge",105,101,24,0.7059
"Minnesota","Blue Earth","Short Term Acute Care Hospital","Mayo Clinic Hospital - Mankato",272,155,29,0.7057
"Connecticut","Fairfield","Short Term Acute Care Hospital","Bridgeport Hospital",348,348,32,0.7056
"New York","New York City","Psychiatric Hospital","Manhattan Psychiatric Center",209,209,0,0.7055
"Ohio","Allen","Long Term Acute Care Hospital","Kindred Hospital Lima",26,26,4,0.7055
"Georgia","Clayton","Psychiatric Hospital","Anchor Hospital",122,122,1,0.7054
"Texas","Montgomery","Short Term Acute Care Hospital","HCA Houston Healthcare Kingwood (FKA Kingwood Medical Center)",419,528,42,0.7052
"Arizona","Yavapai","Psychiatric Hospital","Windhaven Psychiatric Hospital",16,16,0,0.7051
"Georgia","Chatham","Short Term Acute Care Hospital","St Josephs Hospital",294,210,22,0.7051
"Connecticut","New London","Short Term Acute Care Hospital","The William W Backus Hospital (AKA Backus Hospital)",165,165,12,0.7049
"Georgia","Richmond","Psychiatric Hospital","East Central Regional Hospital",355,110,0,0.7049
"Louisiana","Caddo","Psychiatric Hospital","Physicians Behavioral Hospital",24,24,0,0.7049
"Michigan","Saginaw","Long Term Acute Care Hospital","Select Specialty Hospital - Saginaw",32,32,7,0.7049
"North Carolina","Buncombe","Psychiatric Hospital","Julian F Keith Alcohol and Drug Abuse Treatment Center",80,80,0,0.7049
"Wisconsin","Fond du Lac","Short Term Acute Care Hospital","St Agnes Hospital",146,115,12,0.7048
"District of Columbia","District of Columbia","Long Term Acute Care Hospital","BridgePoint Hospital Capitol Hill (FKA Specialty Hospital of Washington - Capital Hill)",60,60,9,0.7047
"Louisiana","Lafayette","Rehabilitation Hospital","Lafayette Physical Rehabilitation Hospital",32,32,3,0.7047
"New York","Suffolk","Short Term Acute Care Hospital","Huntington Hospital",348,259,26,0.7046
"North Dakota","Burleigh","Short Term Acute Care Hospital","Sanford Medical Center Bismarck (FKA Medcenter One)",223,211,13,0.7045
"Florida","Broward","Short Term Acute Care Hospital","Westside Regional Medical Center",250,250,32,0.7044
"North Carolina","Forsyth","Short Term Acute Care Hospital","Novant Health Forsyth Medical Center (FKA Forsyth Memorial Hospital)",945,901,68,0.7039
"Maryland","Howard","Short Term Acute Care Hospital","Howard County General Hospital",225,225,16,0.7038
"Alabama","Lauderdale","Short Term Acute Care Hospital","North Alabama Medical Center (FKA Eliza Coffee Memorial Hospital)",263,223,36,0.7036
"Kentucky","Warren","Short Term Acute Care Hospital","The Medical Center at Bowling Green",337,308,16,0.7036
"Maryland","Montgomery","Short Term Acute Care Hospital","Holy Cross Hospital",377,209,46,0.7036
"New Mexico","Bernalillo","Long Term Acute Care Hospital","Kindred Hospital - Albuquerque",61,57,6,0.7035
"Washington","Chelan","Short Term Acute Care Hospital","Central Washington Hospital",198,176,20,0.7035
"Wisconsin","Milwaukee","Long Term Acute Care Hospital","Select Specialty Hospital - Milwaukee West Allis",34,34,8,0.7034
"Tennessee","Putnam","Psychiatric Hospital","Ten Broeck Tennessee",38,36,0,0.7033
"Connecticut","Fairfield","Psychiatric Hospital","Silver Hill Hospital",42,42,0,0.703
"Pennsylvania","Allegheny","Short Term Acute Care Hospital","UPMC East",155,136,8,0.7028
"Colorado","Jefferson","Short Term Acute Care Hospital","St Anthony Hospital",237,219,76,0.7027
"Washington","Skagit","Short Term Acute Care Hospital","Skagit Valley Hospital (AKA Skagit Regional Health)",137,137,24,0.7027
"Florida","Duval","Short Term Acute Care Hospital","UF Health Jacksonville",603,534,80,0.7025
"Pennsylvania","Clarion","Psychiatric Hospital","Clarion Psychiatric Center (FKA Clarion Psychiatric Hospital)",112,112,0,0.7024
"California","Ventura","Short Term Acute Care Hospital","St Johns Pleasant Valley Hospital",58,58,8,0.7019
"Florida","Duval","Short Term Acute Care Hospital","Memorial Hospital Jacksonville",454,396,51,0.7018
"Ohio","Summit","Short Term Acute Care Hospital","Akron General",383,383,34,0.7018
"Pennsylvania","Blair","Short Term Acute Care Hospital","UPMC Altoona",368,346,33,0.7017
"Virginia","Fairfax","Short Term Acute Care Hospital","Reston Hospital Center",215,191,16,0.7016
"Ohio","Franklin","Psychiatric Hospital","River Vista Health and Wellness LLC",80,80,0,0.7015
"Texas","Jefferson","Long Term Acute Care Hospital","Mid Jefferson Extended Care Hospital",48,78,7,0.7015
"Florida","Volusia","Short Term Acute Care Hospital","AdventHealth Daytona Beach (FKA Florida Hospital Memorial Medical Center)",362,277,46,0.7009
"North Carolina","Wake","Short Term Acute Care Hospital","WakeMed Cary Hospital",202,196,12,0.7008
"Pennsylvania","Allegheny","Short Term Acute Care Hospital","Allegheny General Hospital",552,552,76,0.7008
"Louisiana","St. John the Baptist","Psychiatric Hospital","River Place Behavioral Health",82,82,0,0.7007
"South Carolina","Greenwood","Rehabilitation Hospital","Greenwood Regional Rehabilitation Hospital",42,42,5,0.7007
"Mississippi","Forrest","Short Term Acute Care Hospital","Forrest General Hospital",512,429,40,0.7006
"Oregon","Multnomah","Short Term Acute Care Hospital","Legacy Emanuel Medical Center",554,400,69,0.7004
"Wisconsin","Dane","Short Term Acute Care Hospital","SSM Health St Marys Hospital - Madison",440,342,27,0.7003
"Illinois","DuPage","Psychiatric Hospital","Linden Oaks Behavioral Health",108,108,0,0.7001
